Ticker,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
AAPL,2006-11-15,85.05,85.9,84.0,84.05,23404400.0,0.0,1.0,10.93011039718,11.039347244183,10.795170762647,10.801596459529,163830800.0
AAPL,2006-11-16,84.87,86.3,84.62,85.61,24783600.0,0.0,1.0,10.906977888403,11.090752819243,10.87484940399,11.002078202264,173485200.0
AAPL,2006-11-17,85.145,85.94,85.0,85.85,16658000.0,0.0,1.0,10.942319221257,11.044487801689,10.923684700297,11.0329215473,116606000.0
AAPL,2006-11-20,85.4,87.0,85.2,86.47,20385500.0,0.0,1.0,10.975090275357,11.180712575598,10.949387487827,11.112600188644,142698500.0
AAPL,2006-11-21,87.42,88.6,87.11,88.6,22238100.0,0.0,1.0,11.234688429412,11.386334875839,11.19484910874,11.386334875839,155666700.0
AAPL,2006-11-22,88.99,90.75,87.85,90.31,23997900.0,0.0,1.0,11.436455311523,11.662639841788,11.289949422601,11.606093709222,167985300.0
AAPL,2006-11-24,89.53,93.08,89.5,91.63,18524200.0,0.0,1.0,11.505852837854,11.962077316514,11.501997419725,11.77573210692,129669400.0
AAPL,2006-11-27,92.51,93.159,89.5,89.54,38387000.0,0.0,1.0,11.888824372053,11.972229917588,11.501997419725,11.507137977231,268709000.0
AAPL,2006-11-28,90.36,91.97,89.91,91.81,37006200.0,0.0,1.0,11.612519406104,11.819426845722,11.554688134161,11.798864615698,259043400.0
AAPL,2006-11-29,93.0,93.15,90.25,91.8,41324400.0,0.0,1.0,11.951796201502,11.971073292149,11.598382872963,11.797579476321,289270800.0
AAPL,2006-11-30,92.215,92.68,91.06,91.66,31088800.0,0.0,1.0,11.850912760446,11.910671741454,11.70247916246,11.77958752505,217621600.0
AAPL,2006-12-01,91.8,92.33,90.1,91.32,28395700.0,0.0,1.0,11.797579476321,11.865691863276,11.579105782315,11.735892786249,198769900.0
AAPL,2006-12-04,91.88,92.05,90.5,91.12,25340600.0,0.0,1.0,11.807860591333,11.829707960734,11.630511357375,11.710189998719,177384200.0
AAPL,2006-12-05,91.655,92.33,90.87,91.27,23672800.0,0.0,1.0,11.778944955362,11.865691863276,11.678061514306,11.729467089366,165709600.0
AAPL,2006-12-06,90.645,91.39,89.67,89.83,22792300.0,0.0,1.0,11.649145878335,11.744888761884,11.523844789125,11.544407019149,159546100.0
AAPL,2006-12-07,90.025,90.5,86.9,87.04,35886700.0,0.0,1.0,11.569467236991,11.630511357375,11.167861181833,11.185853133104,251206900.0
AAPL,2006-12-08,87.23,89.39,87.0,88.26,28009900.0,0.0,1.0,11.210270781258,11.487860886583,11.180712575598,11.342640137038,196069300.0
AAPL,2006-12-11,88.9,89.3,88.05,88.75,17849300.0,0.0,1.0,11.424889057134,11.476294632195,11.315652210131,11.405611966487,124945100.0
AAPL,2006-12-12,88.61,88.84,85.53,86.14,36665000.0,0.0,1.0,11.387620015216,11.417178220875,10.991797087252,11.070190589219,256655000.0
AAPL,2006-12-13,87.95,89.07,87.15,89.05,30609000.0,0.0,1.0,11.302800816366,11.446736426535,11.199989666246,11.444166147782,214263000.0
AAPL,2006-12-14,89.05,90.0,88.26,88.55,29726100.0,0.0,1.0,11.444166147782,11.56625438855,11.342640137038,11.379909178957,208082700.0
AAPL,2006-12-15,89.02,89.22,87.33,87.72,26426400.0,0.0,1.0,11.440310729652,11.466013517183,11.223122175023,11.273242610707,184984800.0
AAPL,2006-12-18,87.625,88.0,84.59,85.47,25770600.0,0.0,1.0,11.26103378663,11.309226513249,10.870993985861,10.984086250993,180394200.0
AAPL,2006-12-19,84.73,86.68,83.62,86.31,32550200.0,0.0,1.0,10.888985937132,11.13958811555,10.746335466339,11.092037958619,227851400.0
AAPL,2006-12-20,86.47,86.67,84.74,84.76,20274700.0,0.0,1.0,11.112600188644,11.138302976174,10.890271076508,10.892841355261,141922900.0
AAPL,2006-12-21,84.6956,85.48,82.2,82.9,32271400.0,0.0,1.0,10.884565057676,10.98537139037,10.563845674876,10.653805431231,225899800.0
AAPL,2006-12-22,83.46,84.0391,81.6,82.2,21903700.0,0.0,1.0,10.725773236315,10.800195657609,10.486737312285,10.563845674876,153325900.0
AAPL,2006-12-26,82.15,82.57,80.89,81.51,17524600.0,0.0,1.0,10.557419977993,10.611395831806,10.395492416553,10.475171057897,122672200.0
AAPL,2006-12-27,78.15,82.0,76.77,81.52,69134100.0,0.0,1.0,10.043364227391,10.538142887346,9.8660149934332,10.476456197273,483938700.0
AAPL,2006-12-28,80.22,81.25,79.65,80.87,39995600.0,0.0,1.0,10.309388078328,10.441757434108,10.236135133867,10.3929221378,279969200.0
AAPL,2006-12-29,83.95,85.4,83.36,84.84,38443900.0,0.0,1.0,10.788745065764,10.975090275357,10.71292184255,10.903122470273,269107300.0
AAPL,2007-01-03,86.29,86.58,81.9,83.8,44225700.0,0.0,1.0,11.089467679866,11.126736721785,10.525291493581,10.769467975117,309579900.0
AAPL,2007-01-04,84.05,85.95,83.82,85.66,30259300.0,0.0,1.0,10.801596459529,11.045772941065,10.77203825387,11.008503899147,211815100.0
AAPL,2007-01-05,85.77,86.2,84.4,85.05,29812200.0,0.0,1.0,11.022640432288,11.077901425478,10.846576337707,10.93011039718,208685400.0
AAPL,2007-01-08,85.96,86.53,85.28,85.47,28468100.0,0.0,1.0,11.047058080442,11.120311024903,10.959668602839,10.984086250993,199276700.0
AAPL,2007-01-09,86.45,92.98,85.15,92.57,119617800.0,0.0,1.0,11.110029909891,11.949225922749,10.942961790945,11.896535208312,837324600.0
AAPL,2007-01-10,94.75,97.8,93.45,97.0,105460000.0,0.0,1.0,12.17669559239,12.568663102224,12.009627473444,12.465851952104,738220000.0
AAPL,2007-01-11,95.94,96.78,95.1,95.8,51437600.0,0.0,1.0,12.329627178194,12.437578885821,12.221675470568,12.311635226923,360063200.0
AAPL,2007-01-12,94.59,95.06,93.23,94.62,46881800.0,0.0,1.0,12.156133362366,12.216534913062,11.981354407161,12.159988780496,328172600.0
AAPL,2007-01-16,95.68,97.25,95.45,97.1,44431300.0,0.0,1.0,12.296213554405,12.497980436517,12.266655348746,12.478703345869,311019100.0
AAPL,2007-01-17,97.56,97.6,94.82,94.95,58795000.0,0.0,1.0,12.537819757188,12.542960314694,12.185691568026,12.20239837992,411565000.0
AAPL,2007-01-18,92.1,92.11,89.05,89.07,84450200.0,0.0,1.0,11.836133657616,11.837418796993,11.444166147782,11.446736426535,591151400.0
AAPL,2007-01-19,88.63,89.65,88.12,88.5,48731200.0,0.0,1.0,11.390190293969,11.521274510372,11.324648185767,11.373483482074,341118400.0
AAPL,2007-01-22,89.14,89.16,85.65,86.79,51929500.0,0.0,1.0,11.455732402171,11.458302680924,11.00721875977,11.153724648692,363506500.0
AAPL,2007-01-23,85.73,87.51,85.51,85.7,43122300.0,0.0,1.0,11.017499874782,11.2462546838,10.989226808499,11.013644456653,301856100.0
AAPL,2007-01-24,86.68,87.15,86.08,86.7,33136200.0,0.0,1.0,11.13958811555,11.199989666246,11.06247975296,11.142158394303,231953400.0
AAPL,2007-01-25,87.111,88.5,86.03,86.25,32356200.0,0.0,1.0,11.194977622678,11.373483482074,11.056054056077,11.08432712236,226493400.0
AAPL,2007-01-26,87.115,87.37,84.99,85.38,35245500.0,0.0,1.0,11.195491678428,11.228262732529,10.922399560921,10.972519996604,246718500.0
AAPL,2007-01-29,86.3,86.65,85.53,85.94,32202300.0,0.0,1.0,11.090752819243,11.135732697421,10.991797087252,11.044487801689,225416100.0
AAPL,2007-01-30,86.43,86.49,85.25,85.55,20641800.0,0.0,1.0,11.107459631138,11.115170467397,10.95581318471,10.994367366005,144492600.0
AAPL,2007-01-31,84.86,86.0,84.35,85.73,30573900.0,0.0,1.0,10.905692749026,11.052198637948,10.840150640824,11.017499874782,214017300.0
AAPL,2007-02-01,86.23,86.27,84.74,84.74,23726500.0,0.0,1.0,11.081756843607,11.086897401113,10.890271076508,10.890271076508,166085500.0
AAPL,2007-02-02,84.12,85.25,83.7,84.75,22197500.0,0.0,1.0,10.810592435165,10.95581318471,10.756616581352,10.891556215885,155382500.0
AAPL,2007-02-05,84.3,85.23,83.94,83.94,20673300.0,0.0,1.0,10.833724943942,10.953242905957,10.787459926388,10.787459926388,144713100.0
AAPL,2007-02-06,84.45,84.47,82.86,84.15,30871200.0,0.0,1.0,10.853002034589,10.855572313342,10.648664873725,10.814447853294,216098400.0
AAPL,2007-02-07,84.48,86.38,83.55,86.15,38100900.0,0.0,1.0,10.856857452719,11.101033934255,10.737339490704,11.071475728595,266706300.0
AAPL,2007-02-08,85.43,86.51,85.41,86.18,24251100.0,0.0,1.0,10.978945693487,11.11774074615,10.976375414734,11.075331146725,169757700.0
AAPL,2007-02-09,85.88,86.2,83.21,83.27,30733600.0,0.0,1.0,11.03677696543,11.077901425478,10.693644751903,10.701355588162,215135200.0
AAPL,2007-02-12,84.43,85.18,83.63,84.88,25859700.0,0.0,1.0,10.850431755836,10.946817209074,10.747620605716,10.908263027779,181017900.0
AAPL,2007-02-13,85.16,85.29,84.3,84.7,20749500.0,0.0,1.0,10.944246930321,10.960953742216,10.833724943942,10.885130519002,145246500.0
AAPL,2007-02-14,84.63,85.64,84.57,85.3,18142200.0,0.0,1.0,10.876134543367,11.005933620394,10.868423707107,10.962238881592,126995400.0
AAPL,2007-02-15,85.44,85.62,84.78,85.21,12987900.0,0.0,1.0,10.980230832863,11.003363341641,10.895411634014,10.950672627204,90915300.0
AAPL,2007-02-16,85.25,85.41,84.66,84.83,14281000.0,0.0,1.0,10.95581318471,10.976375414734,10.879989961496,10.901837330897,99967000.0
AAPL,2007-02-20,84.65,86.16,84.16,85.9,22060800.0,0.0,1.0,10.87870482212,11.072760867972,10.815732992671,11.039347244183,154425600.0
AAPL,2007-02-21,85.98,89.49,85.96,89.2,41261200.0,0.0,1.0,11.049628359195,11.500712280348,11.047058080442,11.46344323843,288828400.0
AAPL,2007-02-22,90.8,90.81,88.53,89.51,29936600.0,0.0,1.0,11.66906553867,11.670350678047,11.377338900204,11.503282559101,209556200.0
AAPL,2007-02-23,89.16,90.34,88.85,89.07,18496200.0,0.0,1.0,11.458302680924,11.609949127351,11.418463360252,11.446736426535,129473400.0
AAPL,2007-02-26,89.84,90.0,87.61,88.65,21994600.0,0.0,1.0,11.545692158526,11.56625438855,11.259106077565,11.392760572722,153962200.0
AAPL,2007-02-27,86.3,87.08,83.41,83.93,40921900.0,0.0,1.0,11.090752819243,11.19099369061,10.719347539433,10.786174787011,286453300.0
AAPL,2007-02-28,83.0,85.6,83.0,84.61,32838400.0,0.0,1.0,10.666656824996,11.000793062888,10.666656824996,10.873564264614,229868800.0
AAPL,2007-03-01,84.03,88.31,83.75,87.06,50554600.0,0.0,1.0,10.799026180776,11.349065833921,10.763042278234,11.188423411857,353882200.0
AAPL,2007-03-02,86.77,87.54,85.21,85.41,30714300.0,0.0,1.0,11.151154369939,11.25011010193,10.950672627204,10.976375414734,215000100.0
AAPL,2007-03-05,85.89,88.65,85.76,86.3199,29960700.0,0.0,1.0,11.038062104806,11.392760572722,11.021355292912,11.093310246602,209724900.0
AAPL,2007-03-06,87.8,88.31,87.4,88.19,25828100.0,0.0,1.0,11.283523725719,11.349065833921,11.232118150659,11.333644161403,180796700.0
AAPL,2007-03-07,88.05,88.97,87.45,87.72,22367300.0,0.0,1.0,11.315652210131,11.43388503277,11.238543847541,11.273242610707,156571100.0
AAPL,2007-03-08,88.59,88.72,87.46,88.0,18250400.0,0.0,1.0,11.385049736463,11.401756548357,11.239828986918,11.309226513249,127752800.0
AAPL,2007-03-09,88.8,88.85,87.4,87.97,16137000.0,0.0,1.0,11.412037663369,11.418463360252,11.232118150659,11.305371095119,112959000.0
AAPL,2007-03-12,88.07,89.99,87.99,89.87,26050300.0,0.0,1.0,11.318222488884,11.564969249174,11.307941373872,11.549547576655,182352100.0
AAPL,2007-03-13,89.41,90.6,88.4,88.4,30996100.0,0.0,1.0,11.490431165336,11.64336275114,11.360632088309,11.360632088309,216972700.0
AAPL,2007-03-14,88.6,90.0,87.92,90.0,28449500.0,0.0,1.0,11.386334875839,11.56625438855,11.298945398237,11.56625438855,199146500.0
AAPL,2007-03-15,89.96,90.36,89.31,89.57,19982100.0,0.0,1.0,11.561113831044,11.612519406104,11.477579771571,11.51099339536,139874700.0
AAPL,2007-03-16,89.538,89.99,89.32,89.59,20418000.0,0.0,1.0,11.506880949355,11.564969249174,11.478864910948,11.513563674113,142926000.0
AAPL,2007-03-19,90.24,91.55,89.59,91.13,25462900.0,0.0,1.0,11.597097733586,11.765450991908,11.513563674113,11.711475138095,178240300.0
AAPL,2007-03-20,91.35,91.84,91.06,91.48,17461300.0,0.0,1.0,11.739748204378,11.802720033827,11.70247916246,11.756455016273,122229100.0
AAPL,2007-03-21,91.99,94.0,91.65,93.87,24532000.0,0.0,1.0,11.821997124475,12.080310139152,11.778302385673,12.063603327258,171724000.0
AAPL,2007-03-22,93.73,94.36,93.0,93.96,20053300.0,0.0,1.0,12.045611375987,12.126575156706,11.951796201502,12.075169581646,140373100.0
AAPL,2007-03-23,93.35,94.07,93.3,93.52,16103000.0,0.0,1.0,11.996776079679,12.089306114788,11.990350382797,12.01862344908,112721000.0
AAPL,2007-03-26,93.99,95.9,93.3,95.85,30892400.0,0.0,1.0,12.079024999776,12.324486620688,11.990350382797,12.318060923806,216246800.0
AAPL,2007-03-27,95.71,96.83,95.0,95.46,33287600.0,0.0,1.0,12.300068972535,12.444004582703,12.208824076803,12.267940488122,233013200.0
AAPL,2007-03-28,94.88,95.4,93.15,93.24,33654900.0,0.0,1.0,12.193402404285,12.260229651863,11.971073292149,11.982639546538,235584300.0
AAPL,2007-03-29,94.19,94.19,92.23,93.75,25918700.0,0.0,1.0,12.104727787306,12.104727787306,11.852840469511,12.04818165474,181430900.0
AAPL,2007-03-30,94.28,94.68,92.75,92.91,21448500.0,0.0,1.0,12.116294041694,12.167699616755,11.919667717089,11.940229947113,150139500.0
AAPL,2007-04-02,94.14,94.25,93.02,93.65,17928300.0,0.0,1.0,12.098302090423,12.112438623565,11.954366480255,12.035330260975,125498100.0
AAPL,2007-04-03,94.14,95.23,93.76,94.5,20854800.0,0.0,1.0,12.098302090423,12.238382282462,12.049466794116,12.144567107978,145983600.0
AAPL,2007-04-04,94.94,95.14,94.13,94.27,17028000.0,0.0,1.0,12.201113240544,12.226816028074,12.097016951047,12.115008902318,119196000.0
AAPL,2007-04-05,94.12,94.68,93.52,94.68,12697000.0,0.0,1.0,12.09573181167,12.167699616755,12.01862344908,12.167699616755,88879000.0
AAPL,2007-04-09,95.21,95.3,93.04,93.65,14762200.0,0.0,1.0,12.235812003709,12.247378258098,11.956936759008,12.035330260975,103335400.0
AAPL,2007-04-10,93.67,94.258,93.41,94.25,12588100.0,0.0,1.0,12.037900539728,12.113466735066,12.004486915938,12.112438623565,88116700.0
AAPL,2007-04-11,93.9,93.95,92.33,92.59,19607800.0,0.0,1.0,12.067458745387,12.07388444227,11.865691863276,11.899105487065,137254600.0
AAPL,2007-04-12,92.04,92.31,90.72,92.19,23452700.0,0.0,1.0,11.828422821357,11.863121584523,11.658784423658,11.847699912005,164168900.0
AAPL,2007-04-13,90.9,91.4001,90.0599,90.24,25712200.0,0.0,1.0,11.681916932436,11.746186752655,11.573952373415,11.597097733586,179985400.0
AAPL,2007-04-16,90.57,91.5,90.25,91.43,21751200.0,0.0,1.0,11.639507333011,11.759025295026,11.598382872963,11.75002931939,152258400.0
AAPL,2007-04-17,92.0,92.3,89.7,90.35,26854300.0,0.0,1.0,11.823282263851,11.861836445146,11.527700207255,11.611234266728,187980100.0
AAPL,2007-04-18,90.16,90.85,89.6,90.4,16573000.0,0.0,1.0,11.586816618574,11.675491235553,11.51484881349,11.61765996361,116011000.0
AAPL,2007-04-19,90.19,91.25,89.83,90.27,15211200.0,0.0,1.0,11.590672036704,11.726896810613,11.544407019149,11.600953151716,106478400.0
AAPL,2007-04-20,90.889,91.18,90.55,90.97,18670700.0,0.0,1.0,11.680503279121,11.717900834978,11.636937054258,11.690912908071,130694900.0
AAPL,2007-04-23,91.585,93.8,91.42,93.51,27867500.0,0.0,1.0,11.769948979726,12.054607351622,11.748744180014,12.017338309703,195072500.0
AAPL,2007-04-24,93.96,96.39,91.3,93.24,37687600.0,0.0,1.0,12.075169581646,12.387458450137,11.733322507496,11.982639546538,263813200.0
AAPL,2007-04-25,94.23,95.4,93.8,95.348,42398000.0,0.0,1.0,12.109868344812,12.260229651863,12.054607351622,12.253546927105,296786000.0
AAPL,2007-04-26,101.58,102.5,98.3,98.84,62063500.0,0.0,1.0,13.054445786543,13.172678609182,12.63292007105,12.702317597381,434444500.0
AAPL,2007-04-27,98.18,99.95,97.69,99.92,24978700.0,0.0,1.0,12.617498398532,12.844968068173,12.554526569083,12.841112650044,174850900.0
AAPL,2007-04-30,100.09,101.0,99.67,99.8,22018200.0,0.0,1.0,12.862960019444,12.979907702706,12.808984165631,12.825690977525,154127400.0
AAPL,2007-05-01,99.59,100.35,98.55,99.47,19018700.0,0.0,1.0,12.798703050619,12.896373643233,12.665048555462,12.783281378101,133130900.0
AAPL,2007-05-02,99.65,100.54,99.47,100.39,18040900.0,0.0,1.0,12.806413886878,12.920791291387,12.783281378101,12.901514200739,126286300.0
AAPL,2007-05-03,100.73,101.45,100.01,100.4,20574200.0,0.0,1.0,12.94520893954,13.037738974649,12.852678904432,12.902799340116,144019400.0
AAPL,2007-05-04,100.8,101.6,100.5,100.81,13642400.0,0.0,1.0,12.954204915176,13.057016065296,12.915650733881,12.955490054553,95496800.0
AAPL,2007-05-07,101.08,104.35,101.01,103.92,30769900.0,0.0,1.0,12.990188817718,13.410429393835,12.981192842083,13.355168400646,215389300.0
AAPL,2007-05-08,103.47,105.15,103.42,105.06,27999900.0,0.0,1.0,13.297337128703,13.513240543956,13.29091143182,13.501674289567,195999300.0
AAPL,2007-05-09,104.91,106.96,104.89,106.88,25634200.0,0.0,1.0,13.48239719892,13.745850771103,13.479826920167,13.735569656091,179439400.0
AAPL,2007-05-10,106.63,108.84,105.92,107.34,42759200.0,0.0,1.0,13.703441171679,13.987456973886,13.612196275947,13.794686067411,299314400.0
AAPL,2007-05-11,107.74,109.13,106.78,108.74,23346300.0,0.0,1.0,13.846091642471,14.024726015805,13.722718262326,13.974605580121,163424100.0
AAPL,2007-05-14,109.62,110.0,108.25,109.36,23283800.0,0.0,1.0,14.087697845254,14.136533141561,13.911633750673,14.054284221465,162986600.0
AAPL,2007-05-15,109.57,110.2,106.48,107.52,34089800.0,0.0,1.0,14.081272148371,14.162235929091,13.684164081031,13.817818576188,238628600.0
AAPL,2007-05-16,108.53,108.83,103.42,107.34,40241700.0,0.0,1.0,13.947617653215,13.98617183451,13.29091143182,13.794686067411,281691900.0
AAPL,2007-05-17,107.15,109.87,107.15,109.44,26260400.0,0.0,1.0,13.770268419257,14.119826329667,13.770268419257,14.064565336477,183822800.0
AAPL,2007-05-18,110.23,110.64,109.77,110.02,22190900.0,0.0,1.0,14.166091347221,14.218782061657,14.106974935901,14.139103420314,155336300.0
AAPL,2007-05-21,110.31,112.45,110.05,111.98,22853300.0,0.0,1.0,14.176372462233,14.451392288805,14.142958838444,14.390990738109,159973100.0
AAPL,2007-05-22,112.49,113.75,112.01,113.54,20443200.0,0.0,1.0,14.456532846311,14.618460407751,14.394846156239,14.591472480844,143102400.0
AAPL,2007-05-23,114.02,115.0,112.59,112.89,32549100.0,0.0,1.0,14.653159170916,14.779102829814,14.469384240076,14.507938421371,227843700.0
AAPL,2007-05-24,112.81,114.46,110.37,110.69,31691500.0,0.0,1.0,14.497657306359,14.709705303483,14.184083298492,14.22520775854,221840500.0
AAPL,2007-05-25,112.0,113.78,111.5,113.62,22605700.0,0.0,1.0,14.393561016862,14.62231582588,14.329304048037,14.601753595856,158239900.0
AAPL,2007-05-29,114.45,114.86,112.69,114.35,23060500.0,0.0,1.0,14.708420164106,14.761110878543,14.482235633841,14.695568770341,161423500.0
AAPL,2007-05-30,114.3,118.88,113.53,118.77,52801600.0,0.0,1.0,14.689143073459,15.277736907898,14.590187341468,15.263600374757,369611200.0
AAPL,2007-05-31,120.07,122.17,119.541,121.191,46323800.0,0.0,1.0,15.430668493702,15.700547762768,15.362684620685,15.574732617808,324266600.0
AAPL,2007-06-01,121.1,121.19,118.29,118.4,31616500.0,0.0,1.0,15.563037849482,15.574604103871,15.201913684684,15.216050217826,221315500.0
AAPL,2007-06-04,118.63,121.73,117.9,121.33,31666900.0,0.0,1.0,15.245608423485,15.644001630202,15.151793249001,15.592596055142,221668300.0
AAPL,2007-06-05,121.41,122.69,120.5,122.67,32885200.0,0.0,1.0,15.602877170154,15.767375010347,15.485929486892,15.764804731594,230196400.0
AAPL,2007-06-06,122.3,124.05,121.95,123.64,39722900.0,0.0,1.0,15.717254574663,15.942153965551,15.672274696485,15.889463251115,278060300.0
AAPL,2007-06-07,124.99,127.61,123.19,124.069,68395700.0,0.0,1.0,16.062957066943,16.399663583587,15.831631979172,15.944595730367,478769900.0
AAPL,2007-06-08,125.825,125.83,122.29,124.49,44345800.0,0.0,1.0,16.170266204881,16.170908774569,15.715969435286,15.998700098118,310420600.0
AAPL,2007-06-11,126.0,126.15,119.54,120.19,66937800.0,0.0,1.0,16.19275614397,16.212033234618,15.362556106747,15.44609016622,468564600.0
AAPL,2007-06-12,119.35,121.71,118.31,120.38,50948800.0,0.0,1.0,15.338138458594,15.641431351449,15.204483963437,15.470507814374,356641600.0
AAPL,2007-06-13,121.15,121.19,115.4,117.5,61476900.0,0.0,1.0,15.569463546365,15.574604103871,14.830508404874,15.10038767394,430338300.0
AAPL,2007-06-14,117.2,119.45,116.42,118.75,34759500.0,0.0,1.0,15.061833492645,15.350989852359,14.961592621278,15.261030096003,243316500.0
AAPL,2007-06-15,120.62,120.67,119.86,120.5,28972100.0,0.0,1.0,15.50135115941,15.507776856293,15.403680566796,15.485929486892,202804700.0
AAPL,2007-06-18,123.28,125.18,122.54,125.09,32521600.0,0.0,1.0,15.843198233561,16.087374715097,15.748097919699,16.075808460708,227651200.0
AAPL,2007-06-19,124.69,125.01,122.91,123.66,33679500.0,0.0,1.0,16.024402885648,16.065527345696,15.79564807663,15.892033529868,235756500.0
AAPL,2007-06-20,123.87,124.66,121.5,121.55,32054000.0,0.0,1.0,15.919021456774,16.020547467518,15.614443424543,15.620869121425,224378000.0
AAPL,2007-06-21,121.7,124.29,120.72,123.9,30965900.0,0.0,1.0,15.640146212073,15.972997310588,15.514202553175,15.922876874904,216761300.0
